peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
85.25,1.6,M,41,0,14,2,3,9,0,N,1,2,1
109.95,1.71,V,42,0,0,3,6,4,0,N,0,1,2
58.66,1.57,M,20,0,7,2,1,0,0,N,2,3,2
93.65,1.65,M,32,0,3,2,0,0,0,N,0,1,0
77.19,1.64,M,45,0,9,2,0,0,0,N,2,3,2
94.55,1.59,M,61,0,4,0,3,5,0,N,1,2,2
97.27,1.66,M,31,0,0,0,12,11,0,N,2,1,1
75.58,1.76,V,35,70,9,2,3,8,0,N,0,0,2
91.88,1.73,V,37,10,0,3,0,0,0,N,1,2,2
95.29,1.65,V,42,0,0,2,6,0,0,N,1,1,2
118.55,1.79,V,54,0,0,3,0,0,0,N,0,1,3
73.78,1.65,M,40,0,11,3,0,0,0,N,2,3,4
126.24,1.79,V,51,0,0,0,2,3,0,N,0,0,1
59.64,1.74,V,18,30,21,0,14,9,0,N,0,2,2
87.78,1.68,M,35,0,7,0,14,14,0,N,2,2,3
48.41,1.64,M,18,90,0,4,6,5,0,N,0,2,2
56.94,1.57,M,55,80,20,3,0,5,0,N,0,2,2
75.69,1.61,M,35,0,5,3,9,8,0,N,1,4,4
81.68,1.69,M,18,0,3,3,0,0,0,N,0,1,1
82.4,1.76,V,22,10,9,5,7,6,0,N,1,3,1
85.86,1.8,V,37,0,0,0,0,0,0,N,3,4,4
103.7,1.77,V,18,0,0,0,3,7,0,N,0,1,0
103.82,1.75,V,54,0,0,0,8,3,0,N,2,3,2
59.16,1.76,V,30,60,0,0,11,0,0,N,2,3,4
100.12,1.67,M,72,40,0,2,0,0,0,N,0,1,1
84.13,1.65,M,35,10,3,0,20,9,0,N,1,3,4
90.08,1.67,M,36,0,0,5,0,0,0,N,1,2,1
99.86,1.58,M,49,0,0,0,29,11,5,N,0,1,2
79.54,1.71,V,37,0,14,3,0,0,0,N,1,3,2
82.36,1.7,M,49,40,0,0,0,0,3,N,1,2,2
86.3,1.65,M,47,10,0,1,13,13,0,N,2,3,4
91.96,1.79,V,42,0,17,4,0,3,0,N,1,3,1
84.54,1.85,V,24,0,0,0,9,0,0,N,1,3,4
80.63,1.7,M,40,0,0,6,0,2,0,N,3,4,4
80.81,1.73,V,37,0,0,0,0,0,0,N,2,4,4
78.72,1.74,V,21,0,0,2,0,0,1,N,3,3,4
113.1,1.77,V,45,0,0,2,0,0,0,S,1,1,1
92.86,1.66,M,50,30,0,2,1,2,0,N,1,0,0
86.46,1.59,M,50,0,0,4,0,6,0,N,1,3,2
102.59,1.75,V,36,0,0,0,0,0,0,N,0,1,1
81.16,1.67,M,28,0,10,0,12,10,0,N,1,3,3
103.54,1.72,V,39,0,0,0,21,13,0,N,1,2,1
86.93,1.68,M,32,30,0,0,7,0,0,N,1,0,0
111.53,1.77,V,57,0,0,0,0,3,0,N,1,2,3
50.2,1.67,V,18,170,0,5,0,5,0,N,1,3,3
73.3,1.66,M,31,0,0,0,5,6,0,N,3,4,4
118.26,1.8,V,47,0,0,0,7,5,1,N,1,1,1
132.72,1.84,V,47,0,4,0,4,11,0,N,0,0,1
57.22,1.7,V,18,70,0,3,6,0,0,N,1,1,2
114.66,1.77,V,68,0,0,0,19,9,0,N,2,4,4
88.41,1.74,V,40,0,0,6,0,0,0,N,1,2,4
75.39,1.74,M,18,0,5,0,3,0,0,N,0,2,4
89.52,1.76,V,39,0,8,0,15,3,0,N,1,2,3
87.11,1.69,M,32,0,15,0,5,0,0,N,0,1,0
101.89,1.68,V,49,0,9,0,13,5,0,N,1,0,1
90.46,1.61,M,57,0,1,0,3,0,0,N,1,2,3
74.83,1.69,M,18,0,0,7,4,2,4,N,1,3,4
102.25,1.69,V,41,0,3,1,0,0,0,N,1,0,0
70.18,1.71,V,18,0,20,0,3,1,0,N,1,2,1
88.18,1.66,M,33,0,0,3,0,0,3,N,0,3,4
100.29,1.79,M,39,0,5,0,6,3,1,N,1,3,3
86.12,1.7,V,34,0,10,0,12,0,0,N,0,2,0
73.69,1.79,V,29,70,0,0,9,13,6,N,1,3,4
98.51,1.72,V,47,0,1,5,0,6,0,N,2,3,3
78.26,1.66,M,26,0,0,0,0,0,0,N,0,2,3
96.67,1.73,M,50,0,3,5,0,0,6,N,3,4,3
47.82,1.63,M,43,130,0,2,0,0,0,N,0,0,1
106.28,1.63,M,71,0,18,0,9,3,0,N,1,1,1
75.93,1.56,M,59,0,0,5,0,0,0,N,3,4,4
52.02,1.7,V,24,70,0,1,18,8,0,N,2,3,4
80.19,1.66,M,24,0,0,0,0,1,0,N,1,2,3
99.07,1.68,M,34,0,0,6,0,13,0,N,1,1,1
76.13,1.77,V,28,0,6,4,12,4,2,N,4,4,4
92.54,1.61,M,40,20,2,4,11,13,0,N,0,0,0
74.05,1.65,M,24,0,1,0,6,0,0,N,3,2,2
72.32,1.61,M,50,30,13,1,0,0,0,N,1,2,3
69.99,1.61,M,22,40,0,6,0,0,0,N,0,0,0
110.16,1.67,M,49,0,0,0,3,0,0,N,0,0,0
74.47,1.56,M,38,0,3,1,0,2,0,N,0,2,2
84.51,1.62,M,27,0,0,1,19,13,0,N,0,2,2
75.14,1.65,M,39,80,0,0,0,9,0,N,0,0,0
80.83,1.62,M,34,0,0,3,7,5,0,N,2,2,2
73.57,1.66,M,36,60,0,1,0,0,6,N,0,1,1
103.81,1.71,V,45,0,0,4,5,7,0,N,2,2,4
56.27,1.73,M,39,100,0,7,8,5,0,N,2,3,1
81.78,1.76,V,18,60,0,6,5,3,6,N,0,1,0
71.17,1.6,M,47,0,22,4,12,0,0,N,2,3,3
85.2,1.72,V,36,0,0,5,12,6,0,N,1,3,4
91.4,1.63,M,46,0,5,2,10,7,0,N,1,2,3
71.86,1.76,V,50,50,10,0,0,0,0,N,2,3,2
61.59,1.64,M,43,40,0,4,2,0,0,N,2,4,4
52.63,1.71,M,18,110,0,8,0,5,4,N,1,2,2
74.77,1.64,M,54,0,15,6,0,3,0,N,3,4,4
106.73,1.71,V,59,0,0,0,11,10,0,N,3,3,3
77.46,1.64,M,20,0,11,1,5,11,0,N,0,2,3
88.75,1.72,V,32,0,8,4,0,5,2,N,2,2,2
47.24,1.62,M,26,110,0,4,12,4,0,N,1,4,4
80.15,1.64,M,49,40,0,3,0,1,0,N,1,2,3
71.37,1.66,V,19,20,0,1,6,3,0,N,1,2,2
75.69,1.69,M,36,0,0,0,0,0,0,N,1,4,4
53.25,1.72,V,43,90,7,1,2,0,0,N,2,4,4
78.61,1.7,V,38,50,0,2,2,0,0,N,2,1,0
95.41,1.76,V,39,0,3,3,1,9,0,N,0,3,4
58.97,1.8,V,46,110,0,1,7,4,1,N,2,3,2
71.59,1.72,V,22,0,20,2,0,7,0,N,1,2,4
48.41,1.64,M,58,220,13,0,0,0,1,N,1,3,3
84.51,1.62,M,43,0,14,0,14,5,0,N,1,2,1
101.06,1.75,V,53,0,0,4,0,1,0,N,1,4,4
81.4,1.65,M,35,0,1,1,4,0,0,N,1,3,2
98.82,1.6,M,37,0,0,1,22,14,3,N,0,0,0
55.12,1.75,M,59,170,0,0,21,5,0,N,2,3,3
62.66,1.58,M,40,50,0,1,8,0,0,N,2,2,2
76.47,1.61,M,24,10,13,3,15,3,0,N,1,1,2
55.22,1.67,M,61,120,2,0,9,7,0,N,1,3,2
99.25,1.85,V,26,0,4,5,0,0,0,N,1,2,4
100.61,1.79,V,44,0,11,0,15,15,0,N,2,3,2
102.53,1.79,V,31,0,10,1,0,0,0,N,1,0,1
49.6,1.66,M,26,110,6,0,19,8,0,N,2,4,2
100.26,1.73,V,42,0,0,5,3,0,0,N,1,2,1
72.79,1.67,M,27,0,9,0,9,7,0,N,1,3,3
107.82,1.68,M,64,0,0,0,4,0,0,N,1,2,2
79.87,1.68,V,25,0,0,2,0,3,0,N,1,3,2
72.51,1.67,M,18,0,0,0,0,0,0,N,1,2,1
85.8,1.64,M,49,0,14,2,0,0,0,N,2,2,3
75.5,1.66,M,18,0,3,3,0,5,0,N,1,2,2
70,1.67,M,18,0,0,3,0,0,0,N,1,2,4
93.42,1.68,V,45,0,2,6,9,4,0,N,1,3,3
95.16,1.79,V,25,0,6,1,0,1,0,N,1,1,1
114.24,1.69,V,63,0,0,2,19,7,0,N,0,0,0
76.61,1.66,V,38,0,11,4,0,0,0,N,2,2,4
83.54,1.68,M,30,0,0,0,0,1,0,N,0,2,2
88.72,1.78,V,31,0,0,1,0,8,0,N,1,4,4
52.99,1.64,M,23,40,6,3,0,4,1,N,3,4,3
106.56,1.76,V,54,0,0,2,10,0,0,N,2,2,2
80.16,1.54,M,44,0,0,4,0,0,0,N,1,2,1
109.07,1.71,V,61,0,0,2,4,9,0,N,2,4,4
89.34,1.72,V,47,0,26,7,3,0,0,N,1,2,1
95.66,1.81,V,18,0,0,3,0,0,11,N,1,3,4
71.83,1.73,V,41,50,7,8,9,0,0,N,2,2,2
103.39,1.69,M,59,0,0,0,0,7,0,N,3,3,3
105.06,1.74,V,56,0,0,4,0,0,0,S,1,3,4
106.72,1.65,M,57,0,9,2,0,2,0,N,0,0,0
72.17,1.76,V,41,40,19,1,0,0,0,N,1,3,2
83.94,1.76,V,33,0,4,0,10,0,1,N,1,4,4
99.74,1.76,V,49,0,0,2,15,7,0,N,2,4,4
44.94,1.58,M,18,90,0,5,0,3,0,N,2,3,4
85.8,1.64,M,54,30,5,2,12,9,0,N,1,3,3
100.86,1.73,V,36,0,0,1,0,4,1,N,1,1,1
76.58,1.7,V,25,0,0,0,9,0,0,S,2,3,2
99.35,1.68,M,48,0,8,0,0,5,0,N,0,0,2
87.14,1.64,M,59,0,16,4,0,13,4,N,2,4,4
57.67,1.79,V,43,150,3,9,10,9,4,N,1,3,2
89.43,1.61,M,62,0,11,1,7,3,7,N,2,4,3
93.87,1.64,M,54,0,9,0,20,6,0,N,1,2,2
83.95,1.67,V,18,0,1,3,0,0,0,N,0,0,2
88.62,1.68,M,28,0,0,5,0,6,0,N,1,2,3
100.53,1.69,M,33,0,0,0,0,1,0,N,0,0,0
92.59,1.67,V,71,0,17,0,0,2,0,N,1,3,2
55.78,1.67,V,33,70,11,0,0,0,1,N,1,1,1
80.07,1.56,M,22,0,0,1,18,9,2,N,1,1,0
90.32,1.68,V,57,0,0,0,0,0,0,N,2,4,4
81.85,1.68,M,40,50,0,5,0,15,0,N,1,1,3
102.33,1.74,V,35,0,0,2,0,5,3,N,0,2,3
54.91,1.7,V,63,130,18,6,0,0,0,N,0,1,2
88.44,1.82,V,31,0,0,0,6,9,0,N,2,4,4
104,1.8,V,32,0,0,0,1,1,0,N,2,2,1
110.22,1.66,M,74,0,0,3,0,6,0,N,0,2,3
74.56,1.71,V,20,0,2,2,10,8,0,N,2,4,3
94.16,1.71,M,51,0,0,3,6,1,0,N,2,3,3
110.89,1.78,V,59,0,2,7,0,1,0,N,1,3,3
91.97,1.69,M,60,40,3,1,10,1,0,N,1,2,2
77.44,1.8,V,30,40,0,4,2,0,0,N,2,3,3
95.62,1.71,V,65,0,0,1,17,1,0,N,2,4,4
103.39,1.77,V,45,0,0,4,9,3,0,N,2,3,3
67.21,1.74,V,18,30,0,0,3,0,0,N,3,2,2
94.54,1.67,M,56,0,10,0,0,0,0,N,1,2,3
54.75,1.68,M,46,80,0,0,6,2,0,N,1,3,3
87.99,1.73,V,19,0,8,4,19,8,0,N,2,1,1
114.38,1.78,V,48,0,0,0,0,6,0,N,0,1,0
86.51,1.8,V,58,60,6,3,0,5,0,N,1,2,3
77.22,1.79,V,41,70,2,0,12,15,0,N,2,3,4
103.68,1.61,M,66,0,2,6,0,0,0,N,0,2,1
93.92,1.7,V,25,0,0,4,7,10,1,N,1,2,2
114.04,1.71,M,61,10,0,5,6,14,0,N,1,2,1
95.24,1.77,V,41,0,0,2,0,6,0,N,2,3,4
79.59,1.68,V,49,60,3,1,3,3,0,N,0,1,2
133.96,1.83,V,68,0,0,2,15,9,0,N,0,2,3
132.5,1.82,V,55,0,3,2,6,8,0,N,1,1,0
98.5,1.8,V,36,0,26,0,7,10,0,N,0,2,2
101.25,1.79,V,33,0,0,1,4,0,0,S,0,2,2
113.53,1.74,V,50,0,0,0,9,17,2,N,3,2,3
93.06,1.7,V,33,0,0,1,7,9,0,S,1,2,2
78.83,1.69,M,36,0,1,3,0,4,0,N,3,4,4
60.89,1.62,M,18,0,0,0,1,1,0,N,2,3,4
92.79,1.64,M,43,10,2,0,11,0,0,S,0,1,1
90.8,1.62,M,25,0,2,0,0,7,0,N,0,0,0
94.16,1.74,V,27,0,0,0,0,3,0,N,2,2,1
101.09,1.8,V,44,0,0,1,0,6,0,N,4,4,4
82.75,1.71,V,42,0,0,1,0,0,0,N,3,4,4
119.26,1.76,V,63,0,0,5,11,1,0,N,1,1,1
54.06,1.64,M,54,140,14,0,30,21,0,N,1,1,0
88.39,1.61,M,53,0,1,3,3,0,0,N,2,2,2
85.2,1.72,V,28,0,0,6,0,0,1,N,2,2,2
69.94,1.7,V,34,0,5,2,0,0,0,N,3,4,4
95,1.62,M,57,0,2,4,0,0,0,N,1,2,1
83.88,1.58,M,42,0,0,5,0,8,0,N,0,2,4
93.56,1.79,V,47,0,6,4,0,0,0,N,2,4,3
99.22,1.75,V,53,0,0,0,2,1,0,N,1,3,2
73.16,1.64,M,39,0,2,1,4,0,0,N,2,4,4
74.56,1.71,V,18,10,0,2,3,0,0,N,0,2,2
136.9,1.85,V,61,0,0,0,24,8,0,N,1,1,2
82.87,1.89,V,47,70,15,2,0,0,0,N,1,1,1
94.52,1.66,V,42,20,0,0,5,0,0,N,0,0,0
92.86,1.68,M,22,0,0,5,6,13,0,N,1,1,1
110.92,1.68,M,40,0,0,0,1,7,0,N,0,0,0
94.32,1.63,V,72,0,0,0,12,10,1,N,3,4,4
113.87,1.7,V,57,0,0,0,0,0,10,N,0,3,2
112.78,1.79,V,53,0,4,0,3,5,0,N,0,2,2
99.65,1.79,V,38,0,0,3,0,0,0,N,1,2,3
60.44,1.65,V,19,10,7,7,0,5,0,N,3,4,4
108.3,1.79,V,32,0,0,1,0,4,3,N,1,2,2
81.84,1.66,M,51,0,0,0,2,0,0,N,1,3,3
81.79,1.7,M,33,0,7,0,9,0,0,N,1,2,2
75.99,1.74,V,18,0,0,0,0,0,0,N,2,3,2
113.73,1.73,V,74,0,0,0,8,4,0,N,1,3,4
88.06,1.68,M,45,0,6,0,13,0,0,N,1,2,3
67.24,1.66,M,18,50,0,3,0,0,5,N,1,1,1
69.08,1.63,M,21,0,3,0,12,6,0,N,1,3,2
109.51,1.83,V,28,0,0,6,0,13,0,N,1,2,2
125.54,1.82,V,55,0,13,0,17,15,2,N,2,2,2
55.12,1.75,V,18,120,1,3,8,3,0,N,1,3,2
118.34,1.72,M,48,0,0,0,0,1,0,N,0,0,0
96.22,1.67,M,58,40,9,6,4,16,2,N,1,2,0
88.91,1.68,M,48,0,7,0,0,0,0,N,1,1,2
77.87,1.59,M,66,0,27,3,0,0,2,S,2,4,3
88.34,1.68,V,37,0,2,2,0,14,NA,N,1,3,3
73.4,1.69,V,35,0,10,4,2,0,1,N,2,3,2
84.31,1.72,M,53,40,14,0,18,9,0,N,1,2,3
86.54,1.69,M,38,0,0,0,5,3,0,S,2,3,1
89.03,1.64,M,51,0,9,0,5,0,0,N,0,2,1
72.23,1.71,M,18,0,0,7,0,4,0,N,1,3,3
76.92,1.64,M,27,20,0,0,20,14,0,N,0,2,2
103.07,1.77,V,43,0,17,0,29,21,0,N,2,3,2
46.08,1.6,M,18,70,11,0,3,9,0,N,1,3,3
87.97,1.69,M,43,0,3,3,0,0,1,N,2,3,3
47.24,1.62,M,18,120,0,5,0,6,0,N,2,2,1
73.98,1.7,M,49,40,0,0,8,4,0,S,2,4,4
74.95,1.66,M,19,0,0,0,6,0,6,N,2,3,3
113.43,1.79,V,39,0,0,0,33,10,0,N,2,1,2
90.38,1.66,M,47,0,0,2,3,0,0,N,1,2,2
106.12,1.68,V,46,0,0,2,9,12,0,N,0,0,2
104.95,1.77,V,51,0,0,0,14,8,0,N,2,3,3
84.91,1.72,V,33,0,9,2,0,0,0,N,0,2,2
76.64,1.58,M,46,0,6,0,20,11,0,N,1,4,4
87.3,1.6,M,47,0,4,0,14,6,0,N,1,2,2
75.72,1.78,V,30,50,0,7,1,0,0,N,2,2,0
78.66,1.71,V,34,10,7,2,8,0,0,N,1,2,2
93.92,1.7,M,48,0,0,0,0,2,0,N,0,3,2
60.71,1.65,M,18,0,0,4,0,0,1,N,2,4,4
88.22,1.54,M,52,0,0,5,0,0,0,N,0,1,2
53.25,1.72,M,27,150,0,5,20,8,0,N,2,2,3
112.37,1.81,V,54,0,0,2,3,1,NA,S,2,3,2
86.12,1.7,V,22,0,0,0,0,0,0,N,1,1,2
96.65,1.65,M,45,0,0,3,18,3,3,N,0,3,3
49,1.65,M,40,100,7,4,0,0,0,N,2,2,4
102.82,1.69,M,42,20,0,0,34,18,0,S,1,0,0
73.33,1.73,V,20,0,0,1,4,0,0,N,2,3,3
89.94,1.72,V,26,0,11,0,8,5,0,N,0,0,1
103.24,1.74,V,36,0,0,0,0,4,0,N,1,1,0
76.88,1.55,M,35,0,11,0,2,5,0,N,1,1,2
93.86,1.71,V,26,0,4,3,0,0,0,N,0,1,0
111.83,1.72,M,50,0,0,5,8,11,0,N,1,2,3
77.13,1.76,V,18,20,0,8,0,0,1,N,2,1,1
96.98,1.63,M,51,0,0,0,11,4,0,N,1,2,2
60.98,1.7,M,36,110,0,0,12,17,0,N,0,0,0
87.04,1.76,V,25,0,0,2,0,7,0,N,1,3,3
93.99,1.67,M,43,0,1,0,1,0,2,N,2,3,3
69.82,1.72,V,56,70,4,6,0,0,0,N,1,3,3
95.87,1.77,V,39,0,8,1,14,16,0,S,1,3,4
91.41,1.84,V,18,0,0,1,3,4,6,N,3,4,3
89.24,1.67,M,44,0,1,3,8,12,0,N,2,4,4
100.76,1.75,V,56,0,0,0,0,0,0,N,2,4,4
84.56,1.8,V,26,0,18,0,16,5,0,N,0,3,1
79.59,1.68,M,32,0,0,4,2,6,0,N,1,3,4
89.43,1.61,M,45,0,17,6,7,5,0,N,0,0,1
96.45,1.66,V,42,0,0,2,0,0,0,S,0,1,2
82.67,1.59,M,46,0,0,1,0,0,0,N,1,3,3
89.54,1.63,M,44,0,15,2,5,12,NA,N,0,2,2
84.31,1.72,M,25,10,0,0,0,0,1,N,1,2,1
96.83,1.64,M,61,0,0,0,6,4,0,N,2,3,3
112.87,1.71,M,68,0,0,6,4,6,0,N,1,3,3
128.16,1.79,V,73,0,0,2,8,5,0,N,1,1,2
81.11,1.73,M,39,30,14,1,0,1,0,N,1,2,1
55.67,1.64,M,18,0,15,3,0,0,0,N,2,4,4
97.49,1.74,V,47,0,6,8,8,4,0,S,2,3,4
97.97,1.7,M,51,0,0,0,9,0,0,N,1,3,2
58.69,1.66,V,31,90,0,1,0,0,0,N,0,0,0
101.41,1.66,V,61,20,1,5,0,4,0,N,0,1,2
103.19,1.67,M,57,0,16,0,5,0,1,N,0,0,1
121.58,1.75,V,70,0,3,0,14,3,2,N,1,2,2
66.05,1.6,M,25,0,10,0,13,6,0,N,2,2,1
116.27,1.82,V,41,0,0,6,3,7,0,N,2,1,3
96.18,1.77,V,52,30,0,3,6,0,0,N,1,3,2
64.83,1.63,M,18,30,0,0,9,0,0,N,0,1,1
87.35,1.66,M,37,0,0,0,8,0,0,N,1,3,2
69.65,1.58,M,19,0,0,6,0,0,0,N,1,1,1
77.82,1.6,M,46,0,0,0,0,7,1,N,3,4,4
78.02,1.61,M,31,0,5,0,1,0,6,N,2,3,2
93.35,1.7,V,53,0,6,2,4,0,0,N,2,3,3
82.84,1.64,M,31,10,0,0,6,5,0,N,2,1,0
109.6,1.67,M,58,0,0,1,4,0,0,N,0,1,1
82.94,1.66,M,36,10,0,0,0,1,0,N,0,2,3
106.27,1.75,V,55,0,2,3,0,0,0,N,1,2,3
72.47,1.66,V,58,60,16,0,0,1,0,N,1,2,0
55.41,1.74,V,23,60,0,9,0,0,0,N,2,3,3
50.8,1.68,M,40,110,22,0,16,11,0,N,2,2,3
65.54,1.73,V,56,120,5,0,9,2,2,N,0,2,2
82.55,1.67,V,32,0,0,6,7,0,0,N,0,3,2
90.83,1.74,V,46,0,4,0,0,0,0,N,1,3,3
79.93,1.75,V,19,0,0,1,0,0,0,N,2,3,1
126.04,1.8,V,52,0,9,0,24,15,0,N,1,1,1
102.97,1.78,V,46,0,5,0,0,0,0,N,2,2,2
107.19,1.75,V,50,0,0,0,9,0,3,N,2,3,2
123.9,1.76,V,65,0,2,5,0,1,6,N,2,2,2
68.61,1.66,M,18,0,0,0,3,2,0,N,1,3,4
84.83,1.69,M,30,0,0,1,0,1,0,N,1,2,2
83.16,1.63,M,36,0,0,7,17,10,2,N,1,4,2
86.12,1.7,V,35,0,3,0,17,11,0,N,2,4,3
105.74,1.79,V,63,0,10,4,0,0,0,N,2,3,2
54.5,1.74,M,43,140,6,0,29,14,0,N,2,4,3
102.34,1.78,V,68,40,0,1,0,0,0,N,1,2,3
89.19,1.68,V,28,0,0,0,24,8,0,N,1,2,4
73.57,1.66,M,44,0,20,3,14,8,2,N,2,4,4
61.36,1.67,M,18,0,11,2,3,3,0,N,2,3,3
81.49,1.64,M,44,0,1,1,2,0,0,N,3,4,3
52.63,1.71,M,63,180,1,7,0,2,0,N,4,4,3
86.03,1.57,M,56,0,4,1,4,0,0,N,1,1,2
91.12,1.72,V,18,0,9,0,13,7,0,N,1,0,0
65.09,1.74,V,26,60,0,4,5,5,1,N,1,2,2
97.39,1.75,V,22,0,0,2,0,4,0,S,1,1,0
86.02,1.6,M,33,0,0,0,5,8,0,N,1,1,0
58.84,1.69,V,28,60,0,1,7,2,0,N,2,2,2
76.32,1.73,V,28,0,0,0,0,0,0,N,1,3,3
99.97,1.79,V,36,0,2,1,3,7,0,N,1,2,3
47.24,1.62,M,28,130,0,4,11,4,5,N,1,2,1
88.6,1.71,V,42,40,3,0,13,10,0,N,0,1,0
116.1,1.87,V,31,0,0,0,7,7,7,N,2,3,3
76.01,1.7,M,35,30,0,0,0,0,1,N,2,3,2
104.64,1.77,V,34,0,4,3,6,9,0,N,0,1,2
77.89,1.57,M,38,0,0,1,4,0,0,N,1,2,3
115.32,1.81,V,38,0,0,4,0,7,0,N,1,1,1
125.32,1.77,V,66,0,4,3,6,11,1,N,1,2,0
72.7,1.6,M,37,0,1,7,0,0,NA,N,2,4,4
102.29,1.63,M,64,0,0,5,3,0,0,N,1,2,1
78.32,1.55,M,18,20,0,0,4,2,3,N,0,0,0
83.11,1.67,M,51,0,0,3,0,1,0,N,2,4,4
69.99,1.66,M,25,0,0,5,5,2,0,S,2,4,4
82.99,1.75,V,29,0,0,6,6,0,0,N,2,2,3
92.99,1.8,M,30,0,0,0,6,7,0,N,2,4,4
108.77,1.67,V,63,0,7,7,0,3,0,N,2,3,2
80.57,1.62,M,39,0,6,3,5,4,0,N,1,3,4
102.4,1.6,M,53,0,11,0,15,19,0,N,1,2,1
50.93,1.58,M,47,110,0,0,1,4,0,N,1,1,1
58.38,1.55,M,32,20,11,1,13,11,0,N,1,3,4
65.36,1.76,V,37,70,15,4,2,7,0,N,1,2,3
81.78,1.76,V,43,30,0,1,0,2,0,N,1,2,4
52.21,1.68,M,29,100,0,2,0,2,0,N,0,2,1
49.6,1.66,M,54,120,2,0,0,0,2,N,1,3,3
46.08,1.6,M,19,190,9,0,6,4,5,N,0,0,0
77.88,1.56,M,33,0,4,0,0,0,0,N,1,1,1
100.86,1.7,V,48,0,19,0,0,3,0,N,0,1,1
86.47,1.77,V,35,0,6,2,0,4,0,S,3,4,4
78.41,1.74,V,29,30,0,2,0,0,4,N,1,3,2
120.9,1.82,V,77,0,12,3,1,2,5,N,3,4,4
50.2,1.67,V,26,90,2,0,7,10,0,N,2,3,3
82.08,1.57,M,27,0,4,2,12,8,3,N,1,1,1
53.25,1.72,V,45,160,7,3,9,8,0,N,0,2,1
46.08,1.6,M,33,180,0,3,0,0,3,N,2,4,4
101.51,1.77,V,63,0,12,2,0,4,0,N,2,4,4
55.56,1.71,M,43,90,0,1,12,2,0,N,2,3,2
93.99,1.68,V,51,40,7,1,10,7,0,N,1,1,0
81.57,1.68,M,35,0,6,1,1,0,0,N,1,2,3
96.88,1.74,V,32,0,6,3,0,0,0,N,0,1,1
81.47,1.76,V,24,0,2,0,8,7,0,N,2,3,3
62.12,1.57,M,35,0,16,4,0,4,0,N,3,4,2
109.35,1.76,V,30,0,0,4,5,1,0,N,0,0,0
66.9,1.58,M,18,0,4,5,6,0,0,N,1,2,2
100.28,1.7,V,33,0,0,2,12,7,3,N,0,3,1
114.24,1.69,M,64,0,0,0,5,9,8,N,1,3,3
89.97,1.69,V,35,0,4,7,3,2,5,N,2,3,3
83.5,1.73,V,38,0,8,2,0,4,0,N,2,4,4
47.36,1.6,M,51,120,1,5,0,5,0,N,1,3,3
121.18,1.8,V,58,0,8,0,18,16,0,N,2,2,3
98.09,1.74,V,51,0,9,7,0,1,0,N,2,2,2
129.6,1.8,M,68,0,3,2,0,0,0,N,1,1,2
48.41,1.64,M,37,270,16,5,11,7,7,N,1,2,1
109.9,1.74,M,64,0,10,4,0,5,0,N,2,2,2
96.47,1.75,V,47,0,3,2,0,0,0,N,2,3,1
97.89,1.62,M,52,0,0,0,12,2,0,N,2,1,2
73.41,1.7,M,32,10,14,4,10,7,0,N,2,3,4
92.99,1.63,M,54,0,13,3,0,0,0,N,1,0,0
109.94,1.78,V,61,30,0,0,2,0,NA,S,1,2,3
51.04,1.67,M,61,110,4,1,21,4,0,N,2,4,4
108.57,1.72,V,72,0,4,1,6,5,0,N,3,4,4
94.61,1.77,V,39,0,12,1,0,2,0,N,1,2,1
75.39,1.74,V,22,0,0,4,0,2,0,N,1,4,4
91.49,1.66,M,36,0,0,0,0,9,0,N,1,1,2
85.03,1.62,M,55,20,10,0,7,0,0,N,1,1,1
102.34,1.71,V,39,0,1,2,0,0,0,N,1,0,1
85.68,1.71,V,25,0,1,5,10,11,0,N,1,3,3
73.74,1.56,M,28,0,0,5,0,2,0,N,1,1,2
79.36,1.66,M,37,0,0,1,0,0,0,N,2,3,4
59.4,1.67,M,28,50,0,1,0,0,0,N,1,3,1
120.05,1.75,V,65,0,0,0,22,8,0,N,1,2,1
92.69,1.71,V,46,0,3,0,3,4,0,N,2,2,2
81.09,1.62,M,40,0,0,0,0,6,0,N,2,2,3
113.19,1.83,V,38,0,11,0,19,13,0,N,0,2,0
83.11,1.64,M,35,0,6,5,3,5,0,N,1,3,3
46.08,1.6,M,40,80,13,0,0,0,0,N,2,4,4
70.51,1.61,M,37,20,0,0,5,0,0,N,1,2,3
107.89,1.8,V,39,0,0,2,0,7,0,N,0,2,3
71.38,1.7,M,27,0,0,2,10,3,0,N,2,4,4
68.33,1.65,M,27,0,13,0,14,9,0,N,2,4,3
73.07,1.67,M,38,0,8,7,0,0,0,N,2,4,3
93.32,1.61,M,46,0,0,0,26,12,0,N,2,2,2
77.33,1.68,V,32,0,0,0,28,10,0,N,1,4,4
108.66,1.68,V,56,0,9,4,0,3,0,N,0,1,0
102.34,1.78,V,40,0,0,0,0,1,0,N,2,2,4
73.12,1.7,V,18,40,8,1,20,9,0,N,1,0,1
76.77,1.68,V,41,30,0,0,18,11,3,N,3,4,4
82.36,1.7,M,41,0,0,0,0,0,0,N,3,4,4
114.93,1.73,V,62,0,13,0,4,0,0,N,1,1,1
70.25,1.61,M,30,0,21,1,0,8,0,N,1,2,2
96.06,1.82,V,42,10,0,0,3,1,0,N,2,4,2
83.33,1.76,V,36,40,0,0,2,0,0,N,0,2,2
